terms;values
приурочивать;1,518514
прифронтовой;1,698970
приход;1
приходить;0,477121
приходиться;0,301030
приходский;2
прихожай;2
прихожанин;1,518514
прихрамывать;2
прицип;2
причал;1,518514
причастие;1,518514
причастность;1,397940
причастный;1,518514
причем;0,602060
причерноморье;1,698970
прическа;2
причина;0,301030
причинный;1,698970
причинять;1,204120
причислять;1,397940
причитаться;2
причт;2
пришелец;2
пришествие;1,698970
приштина;2
приштинский;2
прищуриваться;2
приют;1,698970
приютить;2
приянка;2
приятель;1,698970
приятно;2
приятность;2
приятный;2
проамериканский;2
